"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Avatar","lionel-14","12 December 2009","I saw this epic last night at the Empire Leicester Sq in London, which is a superb venue in which to view this film. Huge screen, excellent sound and an extraordinary Dolby, 3 dimensional image. The whole effect is mind blowing.This is a 'Must see' movie, innovative, and extraordinary. I think it will be regarded by most cinema goers as another milestone in the history of the art. The level of realism achieved is remarkable, and although the film is relatively long in real time, it retains it's excitement and holds the audience's attention to the end.Performances are good, but this is not the sort of film that dwells on big star value for the actors, although Sigorney Weaver does shine and delivers a very convincing performance, as do the rest of the cast. But as there is so much entertainment and action value on screen the human element does not dominate in the usual way.As Writer/Director, James Cameron deserves high praise for this creation and in my opinion it will break box office records. I thoroughly enjoyed this film.","
            10/10
            "
"Avatar","cdjh-81125","20 October 2016","Over the years James Cameron's, Avatar has become an extremely controversial movie with some people calling it groundbreaking and a masterpiece and some calling it an overlong and derivative bore. I find myself not completely agreeing with either side but I do believe that it's got far to much um warranted hate. The main hate from this movie comes from that fact that it's got a few blatant similarities to other movies and it's probably this films greatest short coming but it doesn't kill the films it got far to much good in it for it to be considered bad. But one other slight negative with the film is the fact that Sam Worthington is a but bland in this film he just never really stands out or does anything other than what he's required to. But Zoe Saldana is amazing in this film she just completely invests herself in this character and is the greatest motion capture performance since Andy Serkis in Lord of The Rings. The one thing that no one can call derivative in this film is the world of Pandora it is incredible the landscapes look incredible and the Nav'i look incredible they're culture is interesting and entertaining to watch grow. The action sequences look amazing and you feel the scale of these two races fighting each other only through Cameron's direction. In all honesty there's nothing particularly special about Stephen Langs villain but he's incredibly entertaining and holds his own in the battle scenes. I hate the fact that so many people have turned on this movie when James Cameron so clearly poured his heart and soul into it. It looks incredible and has mostly great performances and is truly a movie that (even though similar to others) is like nothing I've ever seen before. 89%-A-","
            9/10
            "
"Avatar","leprutz13-1","25 December 2009","First I didn't want to go watch Avatar because when I heard Cameron took 3 weeks to write the plot I said to myself there is no hope for cinema anymore. And somehow people are showing me that I was right. I went to watch this piece of .... because I have been told it s unbelievable.Storywise, there is no story at all. It's the typical good vs bad scenario shaped out of cowboys against indians in space mixing it with a yogi everything connects us to the world impression plus a goddamn planet called Pandora and looks like f...in' paradise. Lot's of shiny colours and huge monsters who eat flesh are your best friends. Come on. You gotta be kidding me.Maybe I might be the only one here, cause all reviews I've seen got great score, but that is not what a movie is supposed to be. I was very unimpressed by the CGI and the artistic development because I might be used to computer games such as Final Fantasy series which has been the shaper of such incredible stories, only that these games have a very strong story to tell and and you feel totally involved.It impresses me that people give this such a high rating because of it's visuals. I mean it was clear that sooner or later a movie would appear with such incredible CGI. If it wouldn't have been Avatar another would have been the winner.I am sad that nowadays cinema is ail centered only about violence, good looks and a huge lack of brain.3 out of ten only for the cgi which I thought is not the center of a movie otherwise I would have rated it beneath 0.","
            10/10
            "
"Avatar","aharmas","30 December 2009","James Cameron does learn from his previous efforts and keeps getting better and better, and he has come close to achieving perfection in his latest production, the marvelous and wonderful ""Avatar"", a film with non stop energy that entertains, teaches, and delights us. Though not completely original, the film shines because its elements all fit into place and take us through experiences which will probably never be matched or surpassed in the silver screen.""Avatar"" is the story of the conflicts between two worlds, one protecting his idyllic environment where everything has a connection to an unifying force and spirit, and another one that continues to self destruct by greed and lack of insight. As we are introduced to the wonders of Pandora, an ironic name if any, the wonders begin. Cameron has given us sights and creations of amazing imagination, with the fauna and flora that parades in front of our eyes, fantastic beings with much more life in them than most of any previous CGI creatures, come to mind the dinosaurs and gorillas of ""Jurassic Park"" and ""King Kong"", but the new animals show more force and agility, and what takes our breath away is how real their interaction appears to be.The crowning jewel are the humanoids native to Pandora, tall and proud blue skinned beings, lovingly rendered by computer programs that rely heavily on the performances of the cast. A million years ahead of the work done with similar process by Zemeckis in the disturbing ""Polar Express"" and ""Christmas Carol"", the people from Pandora manage to express their emotions quite eloquently, and those emotions range from jealousy to heartbreak. Most incredible work is done by Worthington and Saldana, as the central couple who must learn to understand and appreciate each other.Humand eventually try to encroach over the people of Pandora's natural resources, by any means necessary, and a epic battle results because of the destruction of secret sites in order to break the natives' spirits. These are powerful scenes, full of an intensity rarely seen in epic/fantasy films, and the last hour of the film delivers what has sorely been missing from the latest entries by Scott in ""Kingdom of Heaven"" and Stone's ""Alexander"", a vibrant and powerful collection of physical confrontations where survival is the key element, spectacle is mixed with sheer will and determination, and the results are magnificent.Finally, I can't heap enough praise upon this sensation movie, the best of 2009, one that is as powerful as ""Departures"", as imaginative and entertaining as ""Star Trek"", full of some of the wonder of ""Up"", and with great performances that recalls the amazing work of Robin Williams in the ""World's Greatest Dad"" and Jessica Biel's and Kristin Scott-Thomas in ""Easy Virtue"", films that like ""Avatar"" are worth a second or third viewing because they aim and hit their respective targets because of their pure cinematic power. How does one know that a film will become a classic? When one leave the theatre and can't wait to see it again for the sum of its parts, not by misreading the power of a single performance and hoping the luster will compensate for the mediocrity of the rest of the film, or by hoping that a set of clever lines will turn a screenplay into gold. Cameron has made sure ""Avatar""'s separate parts all work in tune, from its performances, to its screenplay, to its editing, and special effects, never forgetting that what matters the most is the fact that its heart beats with enough conviction to connect to the sense of wonder in all of us. A great film.","
            9/10
            "
"Avatar","yoel-47650","18 November 2022","You know the feeling when you start watching a movie, realizing it's almost 3 hours, and saying to yourself - ""Well this is probably gonna be mostly boring"", well, the creators of this movie didn't let that happen, rest assures.From the beginning up until the ending, every scene is perfected, with amazing acting, stunning directing, great visual effects, and astounding sound effects.The story building is just great , characters are well-developed , and the concept is brilliant.The only thing that's missing to me, is a fitting-soundtrack which could've give some scenes a great boost.I avoided watching this movie for a long time, because it just seemed a little ridiculous to me (Come on there are blue people) but I'm so glad I finally decides to give it a chance, and boy did it serve.Loved it. 9.5/10.","
            10/10
            "
"Avatar","amcdalton7","21 February 2022","Easy one of the best visual films I have ever seen. The story line is perfect and the cig is just absolutely beautiful.Would definitely recommend this to anyone that has not seen it.","
            10/10
            "
"Avatar","Xstal","13 November 2022","There's a moon that's called Pandora far away, its unique flora and its fauna hold the sway, keeping everything aligned, a rooted network provides spine, but looting plunderers have plans to clear away. The indigenous in this place are called Na'vi, harmonious and peaceful and they're free, now Jake Sully has appeared, in a body that's been geared, to gain their trust and then encourage them to flee. But these folks are going nowhere and they fight, against an army with great power and great might, one for all and all for one, they must do what must be done, and hope that someone has the vision to see the light.It's a wonderfully told tale of sadness and inspiration, especially as it reflects so well the losses of so many cultures, species and environments on a planet very similar to Pandora, and all because...","
            10/10
            "
"Avatar","3xHCCH","17 December 2009","James Cameron had not directed any movie since being the ""King of the World"" after ""Titanic"" in 1998. This big movie ""Avatar"" is certainly more than an worthy comeback project to again re-launch Mr. Cameron back into filmdom's firmament.When I first saw the trailer some months ago, I admit that I was not entirely enticed to catch this film. Lately though, the film had been garnering nominations and wins for Best Picture in some year-end award giving bodies, including the Golden Globes. And finally, I was lucky enough to win two free tickets to a special invitational 3D screening tonight, so there was no question that I would watch this. And wow, I am sure glad that I did.Truth to tell, the basic story is not entirely new as we have seen it in various incarnations in so many previous movies. However, the grand imaginative vision of Mr. James Cameron is what elevated this piece into the masterpiece that it is. We are effectively transported to a whole new time (in the 22nd century) and planet (called Pandora), with plant and animal life the likes of which we have never seen before.The magical effect of 3D was put to good effect in the whole movie. From the amazingly big battle scenes to quiet scenes, the 3D drew us into this alien place as more than a mere spectator. I found it hard to imagine watching this film in regular 2D. The extra money you would pay to enjoy the 3D is very much worth it.The acting of the humans and the aliens were all very good. Clearly standing out are the good guys led by Sam Worthington (very convincing as both the crippled Marine Jake Sully and his alien Avatar) and Sigourney Weaver (as his mentor and leader of the Avatar project, Dr. Grace Augustine). On the alien side, female characters like Zoe Saldana's Neytiri and CCH Pounder's Moat stand out. The bad guys were a bit on the cardboard side, one dimensional in their wanton greed and evil machinations.This film is definitely a front-runner in the award season in the next few months. It is clearly the leader in the field of Visual Effects. Cameron reportedly conceived this project back in 1994, but only pushed through now when the technology to realize his vision had been developed, and how! We the audience are also effectively drawn into the heart that beats within the story, and get caught up in the adrenaline rush of the action along the way. This is told as only James Cameron can. Indeed, he is back!","
            9/10
            "
"Avatar","Troy_Campbell","17 December 2009","How often do you get to see a turning point in cinematic history? Not in hindsight, but as it is actually happening? Not often. Those watching The Jazz Singer in 1927 (debut of audible dialogue) or Becky Sharp in 1935 (introduction of Technicolor) experienced it. I wasn't born for another eight years, but I have read and heard that when Star Wars first came out in 1977 people were feeling a similar way; that they were witnessing something never before seen that would change movies from that point on. Has it really been 32 years between motion pictures that have had this impact? Well, revolutionary movies wouldn't be revolutionary if they came along all the time.James Cameron's long-awaited, much-touted 3D motion-capture technique is a step towards the future. What we see on screen during Avatar is nearly impossible to explain with words. But I'll try. Do you think 3D is just a gimmick? Think again. The depth and clarity afforded by the third dimension is invaluable; it immerses you into the action so well that you aren't sitting in a cinema for three hours, you enter a whole new world. Forget the blurry patches to the sides of the screen or the impossibility of seeing things that are moving too fast, as experienced in previous 3D flicks, with Avatar you see everything as if it were real.The digital surroundings that Cameron has created (so he could shoot his actors with mo-cap in an environment that already existed) are awe-inspiring. Pandora is a beautiful forest and jungle-like land, whilst its non-Na'vi inhabitants are exotic and exhilarating in equal parts. The realism of this fantasy world is extraordinary; from the opening shot to the closing credits, Pandora and all its creatures do exist. In addition, and most importantly, the motion-capture technique used for the Na'vi is astounding. Cameron's groundbreaking technology enables the Na'vi to look, move and interact realistically; the smallest of nuances from the actors, including pupil movement, have been mimicked flawlessly onto their digital counterparts.The aforementioned visual revelations are unsurprisingly marvellous during the action sequences – the climactic battle is undoubtedly the standout – however they lend themselves to the subtler scenes just as well. Cameron refuses to use his pioneering invention just for spectacle; he wants it to assist in capturing the minds and hearts of his audience. Take for example a couple of the scenes where the Na'vi fly on their local birdlife. To experience something so graceful and elegant, yet so thrilling and jaw-dropping, is where the real pleasure lies.Most gratifying is not all the optical splendour on offer mind you, it is the powerful tale that it is in aid of. Cameron's account of love, war and nature is more affecting than you might expect. Avatar boasts a screenplay which at times will make you laugh, at times make you cheer and at times make your heart heavy. It never neglects the story and even infuses the action with a surprisingly high level of emotion. A pivotal scene midway through where the humans launch their first attack is genuinely gut-wrenching and shattering; evoking similar feelings you get when watching the atrocities committed in wars gone by. Cameron is greatly assisted by James Horner's booming score too; it's African-esquire sounds giving it an exotic and poignant feel that match the proceedings perfectly.Hollywood's new kid on the block, Aussie actor Sam Worthington, delivers a star-making performance as the conflicted Jake that, along with his turns in Terminator Salvation and the upcoming Clash of the Titans, will surely see him catapult to the top of the A-list. The unrecognisable Zoe Saldana is breathtaking as Neytiri; Sigourney Weaver adds her usual class and elegance as the 'mother' of the Avatar program, Dr Augustine; Michelle Rodriguez gives a career-best performance as the cocky yet likable pilot Trudy Chacon; whilst Stephen Lang makes one heck of a badass.James Cameron: thanks for giving this 24 y.o. his first chance to witness a turning point in cinematic history. It will not be forgotten.5 out of 5 (1 - Rubbish, 2 - Ordinary, 3 - Good, 4 - Excellent, 5 - Classic)","
            10/10
            "
"Avatar","ssvikas","21 December 2009","First, he gave us slimy “Aliens” that Sigourney Weaver battled hard as Ripley. Then the cult hit “Terminator” that created a new benchmark for science fiction and followed it up with the smash hit sequel “Terminator 2: Judgment Day” which initiated many in my generation to Sci-Fi and admiration of Hollywood. “Titanic” mesmerized fans of both SFX and Romance genres while it pushed the envelope for elaborate production design.More than 12 years after “Titanic” comes the most awaited movie of the recent years “Avatar” in which James Cameron has created a whole new Planet Pandora replete with new creatures, predators and humanoid aliens that in every way are beautiful! Well, it did cost him more than 300 million USD to make it and another 100 spent on promotion, but the spectacle that you see on the gigantic IMAX screen in 3D is beyond words!! Set in 2154 and 4 light years away, humans are now exploiting ‘Pandora’ an earth-like moon orbiting a gas giant in Alpha Centauri for an expensive and rare mineral appropriately called ‘unobtanium’. Coming in their way are the indigenous Na’vi who need to be relocated from their ‘home-tree’ that sits on a deposit of unobtainium.RDA, the company has already tried its best to convince the Na’vi to move. They have taught them English and tried offering infrastructure. But, being content in their natural settings, the Na’vi have no interest in what the humans have to offer. English plus business: doesn’t this remind you of European colonization in some sort? The air on Pandora is toxic to humans necessitating the wearing of gas masks outdoors. To get around this, the researchers led by Dr Grace Augustine played by good old Sigourney Weaver have developed an alien-human hybrid ‘Avatar’ that can be mentally controlled by the brain of the person whose DNA was used to build it. Here, the idea of jacking into a computer generated digital-self will surely remind you of “The Matrix”!The death of his researcher brother in the Avatar program leads to his paraplegic ex-Marine brother Jake Sully joining up the Avatar program. Played by Sam Worthington of Terminator Salvation fame, Jake is happy using his Avatar that gets him to use his legs. Soon, he befriends the tree living Na’vi and its huntress princess Neytiri. Learning their ways during the day, Jake returns to debrief his trigger-happy boss, Colonel Quaritch.Soon Jake begins to appreciate the harmony and spiritual connection the Na’vi have with nature and falls in love with Neytiri, much to the dismay of Quaritch who attacks the home-tree. Though the script was written a decade ago, I believe Cameron has subtly hit out at the recent American battles for oil that the administration justified in dubious ways. For those who say the script is poor, take this quote from Jake Sully “When people are sitting on stuff you want, you make them your enemy”. Thought provoking indeed! Visual effects are Avatar’s forte as it creates a new world before you. Filmed in blank sets with motion capture, the actors had to act out without ever knowing what it would look like on screen. Sensors on the Actors’ body and spots on their faces picked up moves and emotions bringing the CGI characters to life. To bring his actors up to speed, Cameron took them to jungles in Hawaii to bring them up to speed on jungle life. 60% of Avatar is CGI with only 40% being real footage. What you’re left with is a WOW! While you may not see Zoe Saldana as Neytiri anywhere in its 162 minutes, the nimble ballet trained actor worked hard to make her character so endearing and realistic. The scenes where she trains Jake in the art of war are its best, be it bonding with the Ikran that seems like a flyer straight from ‘Jurassic Park’ or riding Pa’li the hairless horse.The biggest blame that Avatar can take is that its story is too predictable. Man recruited to fight, falls for the local culture and turns his guns around; just as you saw in “The Last Samurai”. But, making Avatar cool are its special effects that seem so real in IMAX 3D.Emotion seekers and script blamers can’t really deny the story’s soft side when you see the Na’vi suffer human attack and they die fighting for nature we have scant respect for. For one, Na’vi lived for everything we don’t. Politically too, the battle takes a dig on the suffering the Native Red Indians went through in the country that Hollywood comes from.On Music, James Horner’s score doesn’t really stand out and has his ‘Troy’-esque feel. Probably, a score that doesn’t stick out as a sore thumb is good enough in a movie that’s all about special effects. As for Cameron and Horner, this is their third venture together after ‘Aliens’ and ‘Titanic’ with the latter giving him his first and only Oscar honors.As a director, James Cameron doesn’t need a critic’s recommendation. He dropped out of college and drove trucks, but Cameron is the super benchmark movie maker with truly gifted imagination and commitment to translate his dreams to the screen. You simply can’t ask for more from a sci-fi movie at least for a few more years to come! The least I can do with my review is to give it a 10/10. What are you waiting for? Go pull out your newspapers or log on to the web, check show times for 3D and book your tickets now! An IMAX would be even better. Believe me, it’s a bang for your buck!","
            8/10
            "
"Avatar","jammerknight","11 May 2022","I've always enjoyed this film, following the release of the trailer for the second avatar film I decided to give this a rewatch to see if it has 'aged' like many CG heavy films do after 5-10 years and I was pleasantly surprised by how well it holds up.There are certain shadows, textures & lighting which look a bit old now but the rest is still stunning to look at.From a story point of view this is one of my favourite type of films with the big action set piece & the underdog coming out on top. I really enjoy the world building.My main critique of this film is the rushed ending, it feels as though the last 30 minutes some BIG things happen that would impact our characters but this is heavily glossed over which I believe can be put down to the runtime.Overall I give this film a 9 because of the quality of the film craft, the beautiful soundtrack and the story isn't 'bad' just rushed at the end. There is also great rewatch ability to this film which helps its rating. I'm hyped for the new film!","
            5/10
            "
"Avatar","rettercritical","16 December 2009","AVATAR has a soul I saw AVATAR today. It was a boiling 40 degrees Celsius in Australia. I caught a bus and train to get there. I spent months on a forum before that. Incremental stops included a scriptment, stills, a teaser, a foot, AVATAR day and a full trailer. Now released I have had many reviews to read which have been mostly very positive. It is a marvel to watch. The opening scenes are very sci-fi with a glimpse of low gravity aboard a space-craft. Sam Worthington fills us in with a short narration. He is taking over his diseased brother's role in the AVATAR program. These opening scenes are actually among the most effective 3D in the film, pulling you into this story, tracking shots putting you into the steps of the characters. I jump ahead, like the film, to The world of Pandora which is lush with earthly life as seen through pulp fantasies. The rendering of this world is terrific. The life and activity is in the plants as much as it is the animals. Wonder is generated with this ambitious creation. Cameron has lifted the bar. The CG is the best I have ever seen. Everything you have heard is true. The 3D enhances this with leaves falling and swaying branches life-like in the foreground. The realisation of the Navii is also ambitious. They are CG but there are many moments that make you think they are real and in terms of the story they are more than good enough to propel the narrative with strong emotional content. I went into this film knowing mostly everything within it. Hours of reading, some from the treatment and pages of the recent reviews. It is very much a family film like ""Nealz"" said in his IMDb review. There is a moment where one of the ferocious animal species that earlier were attacking Jake are seen with a litter, the children in the audience loved the cute pups! The spiritual side of this film is much better than expected. It is in fact a beautiful story. The structure is classical film-making but with amazingly new scope in CGI to express grand images. An epic The journey that Jake takes through Pandora is lovely. He is taken in by the Navii and explores their culture, language and habitat. Natirii, the female Navii he meets while lost, helps him through this journey. This is a love story of both soul mates and with a wider picture. Existential connections with the natural world. Personal destiny. I had tears in this film. I tried to hold them back but by the roll of credits they came. This is a movie that I have anticipated for so long. I think the ingredients of its story and my connection to this films production gave me a very emotional response. I cant imagine this disappointing any of the fans on the board. Keeping in mind that it is a family film but delivered everything I wanted. Expect a special edition. After AVATAR is a hit, a special edition will make its way to the cinema. I can understand why they would cut the earth scenes and it works. The actual film seems pretty brisk and it could also have more padding out. You want more of it and that is a triumph for this type of film running two and a half hours. It is a good balance because at two and a half hours AVATAR is aimed directly at the cinema going audience. Broadly appealing with elements for everyone. My earlier prediction of a billion or more world-wide seems safe. I don't want to go on about visuals too much but the lovely shots of the natural wonderland of glowing life in still 3D shots is magical. Something to take kids to see. Floating tiny neon life jellyfish their way through the air with grace. The monkey-like extra-limbed creatures with the peeping eyes flock through the forrest quickly. The creature design is done in a clever way with the motion of a living thing. The action is over the top, epic, frenetic and a new take on the battle sequence. James Cameron didn't stuff this up. He probably pressed the studio way beyond their comfort zone with the time, money and effort that has gone into this. Sam Worthington is excellent casting choice. Sigourney Weaver ads frank reason. Stephen Lang chews the scenery as the ultimate you know what. Zoe Saldana is beautiful as Jakes guide into this world and. I went to the cinema and it was a very hot day. By the time I left the cinema, the streets were wet with rain. A warm humidity was thick in the air. Lightning splashed my walk to the train station with white light. I honestly wondered if It was my time to be struck down with a bolt of electricity from the sky. Watch this film. It is destined to become a childhood classic to many little-ones too young to be on this forum. It will be talked about at high school by male and females as spectacular. It will be watched multiple times by fans. I loved it but beyond my appreciation for the film itself, is the the message of love permeating from this movie that I hope enters the zeitgeist like elements of Cameron's other stories have. At its heart is a soul. AVATAR is an achievement in many technical departments but I wouldn't say the story is deficient. It is a beautiful experience and the story is surprisingly what I loved most. Believe the hype.","
            2/10
            "
"Avatar","winstonsmith_84","20 December 2009","Well, I'm going to have to give this movie a full rating because it really lived up to my expectations.We have here a science-fiction epic set on an alien world. It's a classic story of a ""good-guy"" hero who must overcome a battle within himself to do what is right.Although the movie doesn't exactly have the biggest twists, turns, or surprises, it simply sets out to do what movies like ""Star Wars"" (the ones in the 70s, and 80s, that is) did... to stun us a little with the latest in special FX, give us a classic ""Romanesque"" story, and enchant us with a very creative world. This movie did what it set out to do, perfectly... and maybe even a little better than perfect.The world is so detailed, and rich. Every animal looks as if it is real... and everything just matches and seems convincing. The ""humanoid"" race that inhabits this world is very interesting, and the way the world works ""together"" is amazing. This may be one of the few sci-fi adventure movies where the computer animation actually works in favor of the storyline. Animals and beings do not look like animations. This realism, this pushing of the limits, is what science fiction is all about.But you obviously cannot have just a beautiful movie without no storyline or character to back it up. There is a lot of character in this movie. All of our human characters, the alien race, and the avatars all equally have great character. And the storyline, although nothing extraordinarily original, is chiseled from ""classic"" storytelling. Good versus evil... doing what is right... all spun neatly together.What a wonderful escape this was! It was dazzling, and even got me thinking a little about what life is really out there on the various billions of stars that make up our galaxy, and the other billions of galaxies out there.And that's what movies like this should do.","
            5/10
            "
"Avatar","Jonathon_Natsis","2 February 2011","Without doubt the most hyped and publicly marketed film in the history of contemporary cinema, Avatar has since dominated the big screen in all corners of the world, going on to generate over $2.7 billion in revenue and giving director James Cameron the highly- respectable title of having been at the helm of both the most, and second-most, financially successful cinematic endeavours of all time. Avatar takes us more than one hundred years into the future, where the Earth (played by the United States) sends a group of Marines to mine the foreign planet of Pandora for an extremely rare MacGuffin known as Unobtainium. Involved in this operation is the crippled Jake Sully, who is given the task of fusing his body with a cloned native in order to gain the trust of the planet's Indigenous population, the Na'vi, and convince them to flee their home in to accommodate the excavation of their sacred site. Along the way, Jake becomes more than friendly with the Na'vi princess Neytiri and begins to question the underlying motives of his employer.For many cinema goers, this film offered a comprehensively positive answer to the most debatable of movie topics: can a film made with the budget of a small (or, in this case, not- so-small) country which is made to appeal to the masses also be embraced by the critical community?Unfortunately, I'm not one of those believers. For pre-hype about Avatar to include such claims as 'it will revolutionise the way people watch and interpret cinema', it's fair to say expectations were pretty high. I walked into the film expecting a heavy dose of originality to complement the many socially conscious themes suggested by trailers, and ultimately implicated in the film's plot (including a criticism of America's involvement in the occupation of Iraq, as well as the need for us all to make our thumbs a little greener).What I got was same-old, same-old, Hollywood production-line stuff. A plot recreated dozens of times in different environments, coupled with a 'romantic' sub-plot lacking any sense of depth meant this was 'just another movie' in my eyes. I'm always open to give two thumbs up for innovation in film and, quite frankly, would have had no problem in seeing the closing credits roll following Jake's refreshingly insightful monologue about how 'we all have to wake up sometime.'Of course, the film dragged on for another 45 minutes, climaxing in a fierce battle scene allowing the special effects crew to show off to their heart's content, which was, that's right, thrown in to appeal to the masses.Despite this, I am impartially obliged to list three positives to come out of what was otherwise a disappointing film. Sam Worthington's portrayal of Jake Sully was, while by no means Oscar-worthy, leaps and bounds ahead of his previous enterprise in the dreadful Terminator: Salvation. The attention to detail offered in terms of the mannerisms of a paraplegic was something I was worried would be pushed to one side in the scope of such a grand undertaking, but Worthington did the role justice.Secondly, Avatar has given 3D cinema the push it needed to avoid being just some flavour- of-the-month promotion, and I for one am glad to see it hang around. Avatar is the first, and by no means the last, blockbuster to accommodate this revolution in filmmaking. And speaking of revolution, no one can voice their opinion on Avatar without mentioning the visuals. Not since our encounter with a real-life T-rex in Spielberg's suspenseful 1993 roller-coaster have computer-generated effects taken such a huge step forward. Now if only JC and company could have formed the plot, character development and dialogue to match.*There's nothing I love more than a bit of feedback, good or bad. So drop me a line on jnatsis@iprimus.com.au and let me know what you thought of my review.*","
            9/10
            "
"Avatar","preppy-3","10 January 2010","Jake Sully (Sam Worthington) is a paraplegic Marine who travels to the world of Pandora to do what he thinks is protecting the Earth. The natives of that world are said to be vicious and cruel. By transforming into one of them in his sleep (or something) he realizes they are NOT the evil ones and he begins to have serious doubts about his mission. This leads to an all out battle at the end.Basically this is cowboys vs. Indians in outer space. This is VERY easy to follow and understand which is the main problem. Everything here is totally and utterly predictable! You've seen these characters and situations all before. I was always one or two steps ahead on the plot and this isn't good for a movie that runs a needless 165 minutes. This could have easily been wrapped up in 90 minutes. Some people find getting into the world of the aliens is fascinating. I wasn't fascinated at all--just thoroughly and utterly bored! To make matters worse the dialogue is on the level of an Archie comic book and the characters are either evil or good--no shades of grey or ambiguity. The movie also preaches it's against war but ""entertains"" us with an all out battle at the end. Lots of people agree that the plot is light but the incredible special effects make up for it. Not for me! Yeah the special effects are impressive (especially in 3-D) but that isn't enough for such a long movie with a dull storyline. I can't really comment on the acting here considering no one is given a character to play--they're all walking, talking clichés. Only two people stand out--Sam Worthington and Sigourney Weaver. Worthington is very handsome with beautiful eyes and a cute little Australian accent. Weaver is strong and commanding playing a scientist.I will admit the battle at the end was (kind of) fun but I was mostly bored silly throughout this. I kept looking at my watch patiently waiting for this to end. I have to admit I'm in the minority here. It's gotten rave reviews from critics and has already broken box office records. I attended a 4:30 show on a Saturday afternoon--and it was sold out! It's also among the top 50 movies here on IMDb. I guess a lot of people like predictable stories with non-stop special effects and cardboard characters. I need something more than that. The 2 is only for the effects and hot Worthington.","
            7/10
            "
"Avatar","paul_haakonsen","4 February 2010","This movie was a treat to the eye, and that was about where the hype ended for me. The CGI effects were through the roof and amazingly nice to look at.The story, the plot, the characters? Well, they were taken straight out of a ""how to make a Hollywood action movie"" book. There was nothing here that haven't been seen in a bunch of other movies. Actually, Avatar seems to be a million dollar remake of the ""Battle for Terra"" animated movie. Everything in this movie is cliché and seen countless other times. I am not going to give away spoilers for the movie, but once you sit down and watch it, you will go ""hmmm, I have seen this exact storyline and event somewhere else""...Were I to give a rating for the CGI and effects alone, this movie would be a top score, but a movie needs to be more than glamorous effects and fireworks - it needs depth and a solid story. This is where Avatar fell apart.And you just got to love the way Cameron worked in the climate situation propaganda. That was just hilarious! Overall, the movie takes you in for a thrillride of spectacular colors and effects, and provides mediocre entertainment story- and plotwise.I was left with a sense of disappointment from this movie. It could have been so much more than a mediocre thrillride.","
            10/10
            "
"Avatar","Dragoneyed363","16 May 2010","Of course I had heard the hype over Avatar for a long time, but just refused to believe it for many reasons. It seemed very overrated at first glance, as it probably did to most, and I really didn't care to see if for awhile. Now, I am so glad that I gave it a chance, because Avatar turned out to be a visually beautiful, incredibly written and wonderfully executed work of art that indeed is my favorite movie of 2009 and one of the best movies I've ever seen, and that's without me viewing it in 3D!First of all, yes, it does seem overrated at first glance. Even when the film started my thoughts were that it had pretty bad dialogue and that it was going to be incredibly crappy and a complete waste of my time. I changed that thought within the first twenty or twenty-five minutes of the movie. It begins to get so interesting and the characters start making an unbelievable impact on you and you really start to care for them and the story, within the first twenty or twenty-five minutes, I don't lie. It starts becoming more and more entertaining until you are completely mesmerized and astonished by how wonderful it truly is and how entranced you are in the film and how alluring it is to all your senses.The movie is amazingly brilliant and even though it was long, I was taking in every second with the utmost delight because James Cameron makes it so enjoyable to watch and has a direction that creates the most pleasurable and sensational atmosphere, as he's done with every movie I've seen by him. The actors and actresses capture their characters superbly as well and make them really believable and likable down to the very core. Sure, the movie didn't bring that much new material, but the way they handled it so delicately is what really pays off and makes the viewer tantalize every aspect.I thought the suspense, romance, action and all other genre mixes were balanced perfectly, and though the plot was paper thin, it was strong because of how amazingly beautiful the visuals were and how powerfully the actors and actresses make their characters, and how well the CGI makes it seem like you are actually on the planet Pandora and living every second of the film. Simply fantastic, I must say!Well, people who think it is still overrated after seeing it have probably disagreed with this by now, but if you are a fan of Avatar and appreciated it for the astonishingly magnificent piece of work that it is, I am right there with you. It was exciting and riveting to the bone with CGI and lush, picturesque scenes that are to die for. The plot was well done because of how wonderful every one that worked on the film makes it be and the movie was entertaining as hell. I am proud to say I enjoyed it highly and that James Cameron deserves all the money he received for this marvelous movie. After it was off, I wish it would've never ended.","
            10/10
            "
