"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Wonka","jgeorge4","17 December 2023","I really had high hopes for this movie. Finally, I thought, Hollywood can take a step back from their incessant superhero schlock and do something genuinely creative and genuinely entertaining. And it seemed to be getting good reviews!Within the first thirty minutes, however, it becomes apparent this is a very drab, tedious affair. Somehow they managed to turn Willy Wonka into a joyless tale. If anything, it seemed to be slipping into ""Les Miz"" territory, and I was kind of hoping Olivia Colman might just go ahead and belt out ""Master of the House.""One of the few redeeming qualities is Hugh Grant as a sophisticated Oompa-Loompa. Aside from that, the supporting characters are horrible, the music instantly forgettable, and the plot is muddled and tedious, pulling at your emotions with tales of dead mothers and orphans rather than merry Wonkaesque mayhem.For Pete's sake, they were handed the keys to create Willy Wonka's origin story and they couldn't even make it watchable.Hollywood, just give up.","
            5/10
            "
"Wonka","destiny_west","23 January 2024","I had to battle to finish watching Wonka. Every time characters burst into song I actually screamed at the screen ""stop bloody singing"" it was tedious, unimaginative and agonizing. I am positive that this film was not aimed at children. How could it be? There was nothing to endear them to it. Chalamet was dreadful as Wonka, he was insipid and flat. If this is meant to be a prequel to Wilder's Wonka, did they even watch it? Wilder's Wonka was enchanting, however he was also sinister. That is the whole point. You don't know if he loves kids or if he actually hates them. I think the only good thing about this version is Hugh Grant as an Oompa Lompa, he was funny, but still, they strayed so far from the story line. Again how is a kid meant to fall in love with this film, like millions of kids fell in love with Wilder's version? Even today, if that comes on the television, one is compelled to watch it, because it takes you to a place - your imagination. Something that Wonka failed to do.","
            1/10
            "
"Wonka","DeltaHomicide","6 December 2023","I went into this piece of cinema blind, taking a half day off work to take my young daughter to see it at the theater.Boy, was I happy to do so. The story is original, the actors superb, the music phenomenal, and the production was stupendous. It's a visual and auditory feast for the senses. I even shed a little tear at the end.Fans of the original will love it, and as mentioned, my little girl who's normally quite antsy watching anything outside of an animated feature was glued to her seat. I can't wait to watch it again with the family. This is a big win for the fantasy / musical genre of film.","
            9/10
            "
"Wonka","vassiliskounelis","22 January 2024","I recently had the opportunity to watch Wonka 2023, and I must admit that it left me with mixed feelings. Admittedly, fantasy films, especially musical ones, are not my usual cup of tea, and this cinematic experience proved to be no exception.From the outset, I found myself grappling with the pacing of the film. The storyline seemed to drag on, leaving me with the impression that the narrative was moving at a sluggish pace. Perhaps my lack of enthusiasm for fantasy genres, especially when coupled with musical elements, contributed to my struggle to connect with the movie.One aspect that particularly disappointed me was the quality of the CGI. In my eyes, the visual effects appeared mediocre at best, failing to create the immersive and captivating experience that I had hoped for. The CGI elements felt lackluster and did not meet the standards I have come to expect in modern cinema.While I can appreciate the effort that went into creating Wonka 2023, I cannot overlook the fact that it did not align with my personal tastes. However, I acknowledge that taste in films is subjective, and for those who appreciate fantastical musicals, this movie may offer a delightful experience. Unfortunately, it fell short of leaving a positive impression on me.","
            4/10
            "
"Wonka","Sleepin_Dragon","8 December 2023","Ever wonder how Willy Wonka made it, how he would one day be in a position to one day send out those golden tickets? This film gives us Willy Wonka's early years.I had high hopes for it, I was not disappointed, I loved it. A movie of pure fantasy, wonder and escapism, this really was a wonderful, pre Christmas sweet treat.I loved the story, the energy, the laughs, and best of all, a killer performance from Timothée Chalamet, I thought he was fabulous, not quite sure i see him turning into Gene Wilder or Johnny Drop's character, perhaps the former. Olivia Colman, as always very good.If I had one criticism, I'd say that it's perhaps just a little too over produced, a little too stagey at times, clearly a painstaking amount of time and effort went into this, but in this instance, less could have been more.Is this the reason why Dune 2 was delayed? With Chalamet rightly deserving The plaudits for his performance here?8/10.","
            8/10
            "
"Wonka","idospasjody","2 March 2024","This could have been so good given the technology that they have these days but they miss the mark by a mile. It was so boring that my husband and I stopped watching it halfway through and then watched the second half a day later only because we paid for it. What they should have done was taking the opportunity to show how Willy Wonka created the chocolate factory. Instead they did the total opposite no. Wonka factory and the only oompa loompa that you see is one and they only show him probably a total of 3 minutes throughout the whole movie. They spend so much time on nothing, the story just kept lagging on and on. It was a snoozer with no storyline. Save yourself money and wait until it's free. So disappointing.","
            3/10
            "
"Wonka","BA_Harrison","8 December 2023","Willy Wonka (Timothée Chalamet) dreams of opening a chocolate shop in the city, but is plagued by bad luck, tricked into becoming a slave for nefarious hotel proprietors Mrs. Scrubbit (Olivia Coleman) and Bleacher (Tom Davis), and then targeted by the chocolate cartel, who see to it that Wonka's enterprise is a failure. Fortunately, help comes in the form of orphan Noodle (Calah Lane) and Wonka's co-workers in the hotel laundry.This latest film inspired by Roald Dahl's classic is a sickly confection, the main ingredients being forgettable songs, a predictable plot, and insipid humour, with another drippy performance from Chalamet as the titular chocolatier.Wonka has none of Dahl's deliciously dark content -- by the end of this overly saccharine tale, which ladles on the schmaltz, I actually felt a little queasy; the 2005 Tim Burton/Johnny Depp movie wasn't great, but at least I didn't want to hurl by the end of it. Putting it in chocolate terms, Wonka is the cinematic equivalent of an American chocolate bar, with its pukey aftertaste, not 'a glass and a half' of delicious British chocolate (anyone who has ever compared the two will know what I mean).On a slightly more positive note, Hugh Grant puts in the only commendable performance as an Oompa-Loompa, and some of the visuals are impressive (although the film relies far too heavily on CGI).3/10.","
            3/10
            "
"Wonka","roxlerookie","20 January 2024","I found myself skipping through, watched the beginning and the last quarter. It's awful on many levels.I loved Paddington, both in fact. They were wonderful.I also loved Ronald Dahl s books as a kid.I also remember fondly the Johnny Depp version.Now this one was an infuriating mess. Chamalet can't sing, which is a big deal given this happens to be a musical, and I dislike musicals.The writing is terrible, the acting is terrible, the characters are so cliché yet incredibly bad, it's like an AI wrote a Dickens novel for chickens. Dreadful really.Even the cgi was bad. It's also pretty nihilistic as everybody is a terrible person, down to the church staff.We deserved better. And the legacy of this IP also deserved better.","
            2/10
            "
"Wonka","thesuthernman","14 January 2024","I loved the original, hated the remake, this one sits in the middle somewhere. It's definitely a mixed bag. I googled Timothée Chalamet to see how old he was because had he been in his early twenties, I would have given him a pass for a very uninspired performance. As it is, he is 28. Old enough, with enough films under his small belt, to be better than he is.I got the feeling he watched more Depp than Wilder, unfortunately. You could see it in the smile. Wilder was crazy good and there is no expectation for anyone to equal him, it would still be nice to be more imaginative with the role.The storyline was a mish-mash of unfocused stereotypes and had a lack of real artistic heart. Someone sat with the script and tried to come up with what they thought an audience would want rather than what these characters and storylines demand. The story skipped around like a ball in a pinball machine. We get that it's fantasy, but at least create a world that functions on the basis of a well thought out set of rules. There was no world building here...just a snap of the fingers.The music was the most disappointing of all, especially compared to the original songs utilized. When you have great songs like Pure Imagination, you gotta be at least good enough to sit in the same room...these new songs weren't good enough to sit outside in the hallway.With all that said, this movie was charming in it's own way. Better than the typical superhero repeats, that's for sure.","
            6/10
            "
"Wonka","Padreviews","14 December 2023","WOW just wow this exceeded my expectations by a long way , I don't really rate the Tim Burton remake with his stablemate Jonny Depp it misses the charm of the cult classic 1971 sleeper hit with Gene Wilder but this was a brand new story , a brand new musical with instantly loveable songs & thankfully the song we weee all waiting for being added to full effect at just the right moment. The common theme here is good vs evil & corporate greed suppressing the competition using corruption with good trumping over evil as only Hollywood can do , the sets were amazing using Harry Potters leaveden studios merged with scene of Somerset's gem Bath city . Story , acting and cinematography all absolutely brilliant and the back story was as emotional as Oliver , this has all the makings of a cult classic and great stage musical very much similar to the greatest show - go see itPad. A 10/10.","
            10/10
            "
"Wonka","schmittie215","12 March 2024","For a movie that was supposed to be filled with songs and magic and colors and chocolate it was just so overwhelmingly boring. The whole first hour felt completely wasted. I felt no emotion for Willy Wonka. His character was sweet and trusting, which also just didn't seem to match up with the future Gene Wilder character, who was secluded in his factory. There were a lot of musical numbers, but no one could sing. I absolutely hated the weird plot of everyone being enslaved in the washer room. The only time it held my interest, and my excitement was the final song which was from the original movie! And the only reason that was good was because it was nostalgic. The whole thing just seemed a complete waste of an opportunity.","
            4/10
            "
"Wonka","Xstal","30 December 2023","The voyages out at sea are being halted, as there are caramels you need to make quite salted, beans of cocoa to enhance, along with magic and a dance, but there are those who will curtail, and have you halted. Fickelgruber, Prodnos, Slugworth guard their brands, and there is no way they will let you get your hands, on their produce and confection, there will be no insurrection, an Oompa-Lumpa's guaranteed, to make some fans. But with the help of hard done Noodle and some friends, who Mrs Scrubbit's small print penalties have penned, you can treat hundreds and thousands, melt away all the cartel's scams, in a cinematic smooth, refined, sweet blend.Great performances, beautiful story, sweet and delightful throughout.","
            8/10
            "
"Wonka","darthsteele-39338","10 March 2024","I really wanted to like it but straight out of the gate it was flat, monotone, and just really really boring. The songs are poorly written and musical numbers are not entertaining whatsoever. The entire first portion of the film when Wonka is held prisoner is completely unnecessary and just adds to the tedious drudgery that is this movie. I suppose it could be categorized as a kid's movie but I can't imagine any kid being entertained or willing to sit through this monotony. THE PACE IS EXTREMELY SLOW! The Gene Wilder film was unique, imaginative, fast-paced, charming and entertaining. This prequel doesn't come close to remotely matching the appeal of the original. Unfortunate.","
            1/10
            "
"Wonka","magiciancolin","16 January 2024","As a fan of the Gene Wilder film and someone who can enjoy the Johnny Depp film. This was not it. No connection to these films and with that, should not be advertised as a prequel. This is it's own story and a messy one at that. When writing the screenplay they definitely didn't go and watched not read the original source material. The Oompa Loompa was WAY to small and Wonka was NOT A MAGICIAN! HIS HAT WAS NOT AN ENDLESS portal and he had no magic powers. The stupid chocolate recipes were annoying and yes, the original film and book had make believe recipes, but this film was too much. I need to know who thought TIMOTHEE could sing, because they should be fired as they ruined ""Pure Imagination"" there are a few original songs none are good except one and that's why this is 1 star.","
            1/10
            "
"Wonka","ICanSeeClearlyNowLorraineisGone","24 December 2023","I went into this thinking it was going to be just another cute paint by the numbers generic prequel banking on nostalgia. Boy was I wrong!Let me start by complimenting the marketing department. I had no idea this was a musical and glad I didn't. All of the songs caught me by suprise, including the big finale rehashing ""Pure Imagination"". They showed just enough in the trailers to peak interest but left out enough to be suprised at every turn. I really didn't know how this movie was going to end. That's rare these days.The characters were actually characters here. Everyone felt like they were there for a reason and not just thrown in last second. We get development, growth and everyone gets a decent amount of screen time. They did a great job of actually making you care about the people you're watching. Again, a lot of movies recently haven't taken the time to do that.People were complaining about the amount of diversity in this movie but they did something out of the ordinary here. Noodle is an essential character to the story with her own arch, motivations and dreams. Too often when we get characters like her, they're treated as support to the lead with zero humanity. We actually get to know this girl, learn about her family and in the end everything centers around her dreams coming true. I love how she's related to the villian and everything is a full circle moment. You do not have the same movie if Noodle isn't there. That's how it should be done.The acting was very camp and over the top, similar to all the 80s and 90s type of comedies we used to get. It was a breath of fresh air seeing comically expressive characters, especially the villians, hamming it up to the highest degree. The Paddington director knew what he was doing by allowing these three men to be cartoon villians come to life.The set design, the costume design, the cgi team and all the visionaries that made this possible really went out of their way. I was in awe the entire time at how gorgeous this film is. The colors pop in a way that's so reminiscent of the 1970's version. The CGI animals looked very convincing. You could tell some actual love and care went into making this. The team really put their all into that ending sequence, almost making you wonder if we'll ever get a sequel to this.I hope this young man's portrayal of Willy silenced a lot of doubters. I don't know much about Timothy nor was I fan before this but it seems he's one of the only movie stars of this generation and rightfully so. He's very easy on the eyes, conveys emotion well and suprised me with the singing and dancing. This casting and the way things turned out proves the internet isn't always right.As far as this being a prequel, I feel as though everything was done tastefully. They put in just enough Easter eggs for those who know the original to catch while not being so distracting it takes away from this current movie. The Oompa Loompa was well rendered and acted out well, garnering many laughs. The ending scene brings everything together so well it's hard to fight back tears. Something about this movie brought back that movie magic that we haven't had in a while.Everyone in my entire family left the theater saying how much they loved it! Kids laughed, everyone got excited for Mr. Bean and you could tell the entire theater was glued to their seats! This is how you do a prequel. Whatever formula that was used for this movie, please keep doing it! Warner Brothers outdid themselves on this one.","
            10/10
            "
"Wonka","Socolorfull","7 January 2024","Boring about sums it up. We all know that just because a film has a few big names in it doesn't mean it will be great. It tries to be whimsical, but fails. The songs are mediocre. Noodle is supposed to be the heart of the movie, but her acting leaves much to be desired. Yes, she is a child, but if you're going to make a child the emotional center of a movie, that child needs to be able to carry that, and she can't.Has any sequal/prequel/offshoot of the Wonka universe ever captured the zany magic of the original? I don't think so, so maybe we should stop trying.This movie was at its best and most fun when people were eating wonka's magical chocolate. Everything in between that was just bad fluff. The repetitiveness of the movie was grating to me. Please stop with the same joke over and over and over again.The end did come to a sweet conclusion that may make you tear up a bit, but the ride to get there just isn't worth it.Skip this one. And if you are going to see it, don't bring your three year old with you. Where in the previews did it seem like this would be a movie that would entertain a toddler??? It's a live action musical, for goodness sake. Please save yourself, and everyone else in the theater, a headache, and don't bring your toddler to this movie.SPOILERS AHEAD!!!Who thought that a chocolate cartel would be a fun little plot device? This movie was billed as a family film. While sure, there are things in a family film meant to go over the head of the kids in the audience, these are usually throwaway jokes that don't impact understanding of the plot. The chocolate cartel was the WHOLE conflict of the movie. What does a child know about a cartel?","
            4/10
            "
"Wonka","robfollower","1 January 2024","The reception is quite positive for Wonka . I however could not get into this film It is not bad , the film is just to tame . ""Wonka"" could use more tart notes; at times it's borderline saccharine. There's no shiver of menace here, this is not the persona Willy Wonka is known for being sarcastic in Charlie and the Chocolate Factory by Roald Dahl. Wonka is a quirky, eccentric character who is known for brushing off questions and using sarcasm to ignore them ,this is what make the role such a good character Study .It takes only moments into the film, when star Timothée Chalamet first opens his mouth to sing, to discover Wonka's errors: The songs are that not good, and the guy singing them is even worse.Gene Wilder's Willy Wonka. Performance come to mind and whereas his 1971 version was magical and witty, this 2023 version of Wonka is a bit underwhelming . There is a lack of magic and surprise. The story just doesn't take me on a trip like the original did. Or for that matter the 2005 Johnny Depp version ; FYI If you love Weird and strange Depp's acting is for you. It is bat crazy !Some of the songs of this the 2023 reimaging tale weren't really catchy or even good, and felt pointless. On a slightly more positive note, Hugh Grant puts in the only commendable performance as an Oompa-Loompa, and some of the visuals are impressive. 6/10.Everlasting gobstopper ...........No one will ever play the bright comic exterior and dark soul of Willy Wonka like Gene Wilder did in 1971. Wilder remains the gold standard in the role of Willy Wonka with his mad genius -- which featured a snarky edge and a hint of darkness.","
            6/10
            "
"Wonka","bb52366","9 December 2023","As someone who grew up watching the Gene Wilder version, I will admit I was hesitant about this film especially after the lackluster trailers. That being said, five minutes into the film I realized I was in for a delicious treat.The simplest way I can describe this new Wonka is beautiful. I remember trying to spot some issues that I could put into this review while watching the film, but honestly there are none. Wonka is like a warm hot chocolate on a winter's day. Everything from the set pieces to the costume design is perfect. All of the actors involved do a great job as well, but I have to say Timothee Chalamet really carries the film.He is a fantastic young Wonka and I don't think any actor his age would've been able to pull it off like he did. I have always loved Timothee Chalamet as an actor, but this film for me cemented him as one of the best of his generation if not the best.Wonka is the only film in years that had me grinning pretty much the entire runtime. I laughed, I cried and by the end was filled with more joy than I have felt in a very long time. If that isn't enough for you to buy a ticket then I don't know what to tell you.","
            10/10
            "
"Wonka","ericstevenson","25 December 2023","The trailers gave us an impression of a heartwarming movie and that's exactly what we got. This is probably not a direct prequel to the 1971 film, although the Oompa Loompas do look exactly as they do in that movie. This movie features Willy Wonka being tricked into working in a laundromat because he didn't read the fine print, a reference to the original film. He meets other people who were tricked and they help him escape so he can sell his chocolate. The imagery is amazing, although there's only one Oompa Loompa who doesn't appear until halfway through the film. It's certainly a wonderfully colorful movie.The best part about the movie is that it's a wonderfully upbeat film. My brother was even crying through it and he almost never cries! I wish I could have looked to see him do that. The sidestory with the orphan was probably the most heartwarming. Even the funny sidestories end up becoming relevant in the end. What a wonderful film and a very Merry Christmas for everyone! ***1/2.","
            9/10
            "
